timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id,rule.mitre.technique
"Aug 02, 2025 @ 13:00:10.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 09:22:25.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:49:02.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 16:38:38.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:12:02.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 09:11:50.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 15:00:01.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:02:52.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:41:08.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:59:37.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:41:20.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:09:04.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:10:24.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:40:40.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:44:41.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:43:54.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:27:44.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 16:56:05.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:54:12.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:28:56.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 14:04:17.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:13:31.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:54:13.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:40:34.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 14:58:46.000",prod-node1,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:40:54.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:34:54.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 17:15:52.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:31:23.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:49:19.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:22:33.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:43:54.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:12:24.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 16:55:16.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:15:05.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:39:33.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:04:02.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:57:41.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 12:34:22.000",prod-node1,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 09:54:01.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 16:10:14.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 10:55:36.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:17:41.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 15:36:05.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:57:12.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:24:17.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 14:25:15.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 10:48:55.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:17:56.000",prod-node1,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:03:52.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 17:29:33.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:31:07.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:33:40.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:30:07.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:59:05.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 13:54:08.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 08:42:43.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:35:00.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:17:23.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 11:20:27.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 09:19:08.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:33:18.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 13:58:03.000",ubuntu,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 10:46:07.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 14:04:33.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 13:27:14.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 10:34:28.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 15:38:33.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:54:28.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:18:30.000",ubuntu,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 13:59:46.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 12:24:36.000",centos,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:13:35.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 12:12:31.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:05:48.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:21:51.000",ubuntu,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:29:17.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:44:10.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:47:39.000",centos,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 14:07:42.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 08:08:56.000",debian,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 15:52:04.000",wazuh-agent,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:43:52.000",debian,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 11:09:40.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:20:46.000",debian,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 08:41:06.000",debian,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 08:03:48.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 08:34:51.000",ubuntu,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 08:44:15.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:37:02.000",wazuh-agent,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 15:21:14.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:29:38.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:11:41.000",wazuh-agent,['T1078'],['Persistence'],PAM: Login session closed.,3,5502,['Valid Accounts']
"Aug 02, 2025 @ 12:50:44.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 10:53:18.000",debian,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:06:28.000",centos,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:43:14.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 14:40:43.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 09:22:38.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:09:20.000",prod-node1,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 12:02:57.000",prod-node1,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 10:36:27.000",debian,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:25:45.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 09:15:33.000",debian,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:30:06.000",centos,['T1110.001'],['Credential Access'],unix_chkpwd: Password check failed.,5,5557,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:38:37.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 15:07:46.000",wazuh-agent,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 08:37:44.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 17:18:47.000",ubuntu,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 10:26:12.000",ubuntu,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 15:08:04.000",centos,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 16:10:33.000",centos,['T1609'],['Defense Evasion'],PAM misconfiguration: cannot open shared object.,4,5553,['Container Administration Command']
"Aug 02, 2025 @ 09:56:17.000",ubuntu,['T1078'],"['Persistence', 'Privilege Escalation', 'Defense Evasion']",PAM: Login session opened.,3,5501,['Valid Accounts']
"Aug 02, 2025 @ 11:59:23.000",wazuh-agent,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 15:14:36.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
"Aug 02, 2025 @ 12:13:43.000",ubuntu,['T1110.001'],['Credential Access'],PAM: Attempt to login with an invalid user.,5,5504,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:23:13.000",prod-node1,['T1609'],['Defense Evasion'],PAM misconfiguration: illegal module type.,4,5554,['Container Administration Command']
"Aug 02, 2025 @ 10:03:09.000",centos,['T1098'],['Persistence'],PAM: User changed password.,3,5555,['Account Manipulation']
"Aug 02, 2025 @ 17:31:39.000",prod-node1,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 08:21:52.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 11:55:15.000",ubuntu,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 17:09:47.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 16:51:40.000",debian,['T1110.001'],['Credential Access'],PAM: User login failed.,5,5503,['Brute Force: Password Guessing']
"Aug 02, 2025 @ 13:09:32.000",centos,['T1110'],['Credential Access'],PAM: Multiple failed logins in a small period of time.,10,5551,['Brute Force']
